Agency,Measure,<=2.5,3,3.5,4,4.5,5,>5.0,SettlementMonth,AssetClassType,AssetClassSubType,Date,SettlementDateChart
GNMA,NUMBER OF TRADES,0,0,0,0,0,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month
FNMA,AVERAGE PRICE,97.6,99.6,101.4,102.5,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FNMA,WEIGHTED AVG. PRICE,97.6,99.6,101.4,102.5,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FNMA,AVG. PRICE BOTTOM 5 TRADES,97.6,99.6,101.4,102.4,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FNMA,2ND QUARTILE PRICE,97.6,99.6,101.4,102.5,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FNMA,3RD QUARTILE PRICE,97.6,99.6,101.4,102.5,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FNMA,4TH QUARTILE PRICE,97.6,99.6,101.4,102.5,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FNMA,AVG. PRICE TOP 5 TRADES,97.6,99.6,101.4,102.5,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FNMA,STANDARD DEVIATION,0,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FNMA,VOLUME OF TRADES (000'S),64544.5,1689890,1211749.5,301701.7,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FNMA,NUMBER OF TRADES,24,133,187,91,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FHLMC,AVERAGE PRICE,*,99.6,101.4,102.4,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FHLMC,WEIGHTED AVG. PRICE,*,99.6,101.4,102.4,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FHLMC,AVG. PRICE BOTTOM 5 TRADES,*,99.6,101.4,102.4,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FHLMC,2ND QUARTILE PRICE,*,*,101.4,*,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FHLMC,3RD QUARTILE PRICE,*,*,101.4,*,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FHLMC,4TH QUARTILE PRICE,*,*,101.4,*,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FHLMC,AVG. PRICE TOP 5 TRADES,*,99.6,101.4,102.4,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FHLMC,STANDARD DEVIATION,*,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FHLMC,VOLUME OF TRADES (000'S),*,30800,15325,22525,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FHLMC,NUMBER OF TRADES,*,5,8,6,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
GNMA,AVERAGE PRICE,*,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
GNMA,WEIGHTED AVG. PRICE,*,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
GNMA,AVG. PRICE BOTTOM 5 TRADES,*,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
GNMA,2ND QUARTILE PRICE,*,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
GNMA,3RD QUARTILE PRICE,*,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
GNMA,4TH QUARTILE PRICE,*,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
GNMA,AVG. PRICE TOP 5 TRADES,*,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
GNMA,STANDARD DEVIATION,*,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
GNMA,VOLUME OF TRADES (000'S),*,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
GNMA,NUMBER OF TRADES,*,0,0,0,0,0,0,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 1
FNMA,AVERAGE PRICE,*,99.5,101.3,102.4,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FNMA,WEIGHTED AVG. PRICE,*,99.5,101.3,102.4,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FNMA,AVG. PRICE BOTTOM 5 TRADES,*,99.5,101.3,102.4,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FNMA,2ND QUARTILE PRICE,*,99.5,101.3,*,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FNMA,3RD QUARTILE PRICE,*,99.5,101.3,*,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FNMA,4TH QUARTILE PRICE,*,99.6,101.3,*,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FNMA,AVG. PRICE TOP 5 TRADES,*,99.5,101.3,102.4,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FNMA,STANDARD DEVIATION,*,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FNMA,VOLUME OF TRADES (000'S),*,84000,117650,49000,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FNMA,NUMBER OF TRADES,*,9,38,13,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FHLMC,AVERAGE PRICE,*,0,*,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FHLMC,WEIGHTED AVG. PRICE,*,0,*,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FHLMC,AVG. PRICE BOTTOM 5 TRADES,*,0,*,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FHLMC,2ND QUARTILE PRICE,*,0,*,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FHLMC,3RD QUARTILE PRICE,*,0,*,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FHLMC,4TH QUARTILE PRICE,*,0,*,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FHLMC,AVG. PRICE TOP 5 TRADES,*,0,*,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FHLMC,STANDARD DEVIATION,*,0,*,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FHLMC,VOLUME OF TRADES (000'S),*,0,*,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FHLMC,NUMBER OF TRADES,*,0,*,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
GNMA,AVERAGE PRICE,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
GNMA,WEIGHTED AVG. PRICE,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
GNMA,2ND QUARTILE PRICE,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
GNMA,3RD QUARTILE PRICE,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
GNMA,4TH QUARTILE PRICE,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
GNMA,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
GNMA,STANDARD DEVIATION,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
GNMA,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
GNMA,NUMBER OF TRADES,0,0,0,0,0,0,0,March,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 2
FNMA,AVERAGE PRICE,0,99.5,101.2,*,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FNMA,WEIGHTED AVG. PRICE,0,99.5,101.2,*,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FNMA,AVG. PRICE BOTTOM 5 TRADES,0,99.5,101.2,*,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FNMA,2ND QUARTILE PRICE,0,99.5,101.2,*,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FNMA,3RD QUARTILE PRICE,0,99.5,101.2,*,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FNMA,4TH QUARTILE PRICE,0,99.5,101.2,*,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FNMA,AVG. PRICE TOP 5 TRADES,0,99.5,101.2,*,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FNMA,STANDARD DEVIATION,0,0,0,*,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FNMA,VOLUME OF TRADES (000'S),0,37800,46500,*,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FNMA,NUMBER OF TRADES,0,6,22,*,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FHLMC,AVERAGE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FHLMC,WEIGHTED AVG. PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FHLMC,2ND QUARTILE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FHLMC,3RD QUARTILE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FHLMC,4TH QUARTILE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FHLMC,STANDARD DEVIATION,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FHLMC,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FHLMC,NUMBER OF TRADES,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
GNMA,AVERAGE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
GNMA,WEIGHTED AVG. PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
GNMA,2ND QUARTILE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
GNMA,3RD QUARTILE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
GNMA,4TH QUARTILE PRICE,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
GNMA,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
GNMA,STANDARD DEVIATION,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
GNMA,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
GNMA,NUMBER OF TRADES,0,0,0,0,0,0,0,April,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,01/22/2019,Current Month + 3
FNMA,AVERAGE PRICE,0,0,0,*,*,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FNMA,WEIGHTED AVG. PRICE,0,0,0,*,*,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FNMA,AVG. PRICE BOTTOM 5 TRADES,0,0,0,*,*,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FNMA,2ND QUARTILE PRICE,0,0,0,*,*,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FNMA,3RD QUARTILE PRICE,0,0,0,*,*,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FNMA,4TH QUARTILE PRICE,0,0,0,*,*,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FNMA,AVG. PRICE TOP 5 TRADES,0,0,0,*,*,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FNMA,STANDARD DEVIATION,0,0,0,*,*,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FNMA,VOLUME OF TRADES (000'S),0,0,0,*,*,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FNMA,NUMBER OF TRADES,0,0,0,*,*,0,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FHLMC,AVERAGE PRICE,0,0,0,*,*,*,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FHLMC,WEIGHTED AVG. PRICE,0,0,0,*,*,*,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,*,*,*,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FHLMC,2ND QUARTILE PRICE,0,0,0,*,*,*,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FHLMC,3RD QUARTILE PRICE,0,0,0,*,*,*,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FHLMC,4TH QUARTILE PRICE,0,0,0,*,*,*,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,*,*,*,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FHLMC,STANDARD DEVIATION,0,0,0,*,*,*,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FHLMC,VOLUME OF TRADES (000'S),0,0,0,*,*,*,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FHLMC,NUMBER OF TRADES,0,0,0,*,*,*,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
GNMA,AVERAGE PRICE,0,0,0,102.4,*,104.2,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
GNMA,WEIGHTED AVG. PRICE,0,0,0,102.4,*,104.2,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0,0,102.4,*,104.2,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
GNMA,2ND QUARTILE PRICE,0,0,0,*,*,*,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
GNMA,3RD QUARTILE PRICE,0,0,0,*,*,*,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
GNMA,4TH QUARTILE PRICE,0,0,0,*,*,*,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
GNMA,AVG. PRICE TOP 5 TRADES,0,0,0,102.4,*,104.2,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
GNMA,STANDARD DEVIATION,0,0,0,0,*,0.1,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
GNMA,VOLUME OF TRADES (000'S),0,0,0,85000,*,8220,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
GNMA,NUMBER OF TRADES,0,0,0,5,*,5,0,January,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month
FNMA,AVERAGE PRICE,94.5,97.4,99.8,101.8,103.5,104.8,105.8,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FNMA,WEIGHTED AVG. PRICE,94.5,97.3,99.8,101.8,103.5,104.8,105.9,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FNMA,AVG. PRICE BOTTOM 5 TRADES,94.5,97.3,99.7,101.7,103.1,104.8,105.8,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FNMA,2ND QUARTILE PRICE,*,97.3,99.8,101.8,103.5,104.8,*,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FNMA,3RD QUARTILE PRICE,*,97.4,99.8,101.8,103.5,104.8,*,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FNMA,4TH QUARTILE PRICE,*,97.4,99.8,101.8,103.5,104.9,*,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FNMA,AVG. PRICE TOP 5 TRADES,94.5,97.4,99.8,101.8,103.5,104.9,105.8,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FNMA,STANDARD DEVIATION,0,0,0,0,0.2,0,0.5,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FNMA,VOLUME OF TRADES (000'S),4025,8025865,12975920.4,26782926.9,12757414,1666757,59100,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FNMA,NUMBER OF TRADES,5,133,687,983,590,157,5,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FHLMC,AVERAGE PRICE,0,97.4,99.8,101.8,103.5,104.7,*,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FHLMC,WEIGHTED AVG. PRICE,0,97.4,99.8,101.8,103.5,104.8,*,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,97.4,99.8,101.8,103.5,104.7,*,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FHLMC,2ND QUARTILE PRICE,0,97.4,99.8,101.8,103.5,104.7,*,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FHLMC,3RD QUARTILE PRICE,0,97.4,99.8,101.8,103.5,104.8,*,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FHLMC,4TH QUARTILE PRICE,0,97.4,99.8,101.8,103.5,104.8,*,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FHLMC,AVG. PRICE TOP 5 TRADES,0,97.4,99.9,101.8,103.5,104.8,*,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FHLMC,STANDARD DEVIATION,0,0,0.1,0,0,0,*,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
FHLMC,VOLUME OF TRADES (000'S),0,84431,500751,8544200,1685999,66120,*,February,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,01/22/2019,Current Month + 1
